PRIMARY_KEY,DATE,TIME,CONFIDENCE,IDENTITY,CLASSIFIED
"104990","2021-10-07","09:37:13","0.97611","270","0",\N
"79131","2021-09-23","08:23:34","0.915825","253","0",\N
"130963","2021-10-22","10:53:08","0.964916","241","0",\N
"77822","2021-09-22","16:56:20","0.993744","91","0",\N
"99257","2021-10-06","11:18:28","0.905118","1252","0",\N
"19087","2021-08-26","08:22:22","0.900082","381","0",\N
"157029","2021-12-05","15:11:38","0.950659","1825","0",\N
"91013","2021-10-05","12:47:52","0.979933","813","0",\N
"50939","2021-09-18","17:23:03","0.9399","904","0",\N
"108119","2021-10-11","17:44:49","0.960999","1506","0",\N
"113063","2021-10-13","17:09:25","0.960248","366","0",\N
"58869","2021-09-21","09:08:31","0.967516","233","0",\N
"123984","2021-10-15","14:18:05","0.998539","451","0",\N
"1352","2021-08-23","18:40:39","0.959146","570","0",\N
"46416","2021-09-10","13:20:38","0.919298","983","0",\N
"158103","2021-12-06","08:42:17","0.916879","492","0",\N
"124704","2021-10-15","15:02:20","0.975408","666","0",\N
"38900","2021-09-01","10:42:27","0.996741","1036","0",\N
"89238","2021-10-05","09:21:12","0.963176","309","0",\N
"25699","2021-08-28","18:47:54","0.98292","5","0",\N
"154946","2021-11-30","14:48:13","0.92318","2219","0",\N
"9404","2021-08-24","09:25:37","0.952992","1174","0",\N
"109843","2021-10-13","10:26:34","0.971418","172","0",\N
"125908","2021-10-15","15:52:38","0.954356","922","0",\N
"29057","2021-08-29","14:36:25","0.958498","807","0",\N
"69549","2021-09-21","13:07:42","0.986837","2580","0",\N
"23614","2021-08-26","10:21:16","0.973367","1688","0",\N
"134538","2021-10-23","15:45:19","0.974445","408","0",\N
"155590","2021-12-03","15:21:01","0.964296","1718","0",\N
"26567","2021-08-29","12:19:00","0.980813","209","0",\N
"131016","2021-10-22","11:00:08","0.986378","258","0",\N
"26305","2021-08-29","12:08:56","0.931216","128","0",\N
"32567","2021-08-30","07:37:33","0.996749","70","0",\N
"6520","2021-08-24","08:53:42","0.997102","642","0",\N
"45332","2021-09-10","09:37:27","0.914463","281","0",\N
"23114","2021-08-26","10:04:29","0.912342","1563","0",\N
"107782","2021-10-11","17:36:52","0.961935","1473","0",\N
"106221","2021-10-11","16:02:36","0.974801","554","0",\N
"101861","2021-10-06","14:44:48","0.955645","2137","0",\N
"13693","2021-08-24","10:31:13","0.905129","1896","0",\N
"135642","2021-10-24","16:27:35","0.920853","707","0",\N
"132251","2021-10-22","12:35:21","0.920699","644","0",\N
"24430","2021-08-26","12:23:44","0.906922","3056","0",\N
"155218","2021-12-03","12:16:02","0.982968","1327","0",\N
"146649","2021-10-25","16:32:13","0.954591","5052","0",\N
"132824","2021-10-22","13:29:58","0.941934","820","0",\N
"90559","2021-10-05","12:02:00","0.99334","723","0",\N
"45268","2021-09-10","09:31:33","0.94987","229","0",\N
"72869","2021-09-21","14:45:51","0.918804","3526","0",\N
"149724","2021-10-29","10:07:54","0.980491","990","0",\N
"32969","2021-08-30","07:46:48","0.97734","126","0",\N
"64806","2021-09-21","11:01:22","0.934454","1341","0",\N
"113856","2021-10-14","08:26:02","0.983736","54","0",\N
"39704","2021-09-01","11:18:36","0.932119","1341","0",\N
"34249","2021-08-30","08:50:11","0.979282","639","0",\N
"135718","2021-10-24","16:28:32","0.954764","707","0",\N
"150763","2021-11-02","09:17:49","0.909435","23","0",\N
"44370","2021-09-02","08:28:24","0.919023","308","0",\N
"31022","2021-08-29","16:47:23","0.993895","1383","0",\N
"36941","2021-09-01","09:19:29","0.955337","201","0",\N
"5209","2021-08-24","08:30:23","0.955498","338","0",\N
"125010","2021-10-15","15:23:13","0.902189","739","0",\N
"18428","2021-08-26","08:11:45","0.983788","285","0",\N
"61407","2021-09-21","09:53:48","0.979666","550","0",\N
"157389","2021-12-05","15:52:36","0.956707","2508","0",\N
"125796","2021-10-15","15:50:43","0.970242","922","0",\N
"17746","2021-08-26","07:57:05","0.972876","107","0",\N
"37637","2021-09-01","10:12:57","0.922699","822","0",\N
"145051","2021-10-25","11:59:28","0.996494","3551","0",\N
"30222","2021-08-29","15:06:25","0.929099","893","0",\N
"88159","2021-10-05","08:06:04","0.984305","67","0",\N
"58309","2021-09-21","08:49:10","0.949839","233","0",\N
"72169","2021-09-21","14:22:47","0.960781","3381","0",\N
"141853","2021-10-25","10:35:40","0.945228","2026","0",\N
"96475","2021-10-06","08:52:44","0.938388","85","0",\N
"158104","2021-12-06","08:42:18","0.906755","492","0",\N
"132145","2021-10-22","12:21:56","0.94179","590","0",\N
"147681","2021-10-29","09:01:59","0.946901","131","0",\N
"58440","2021-09-21","08:56:27","0.908344","233","0",\N
"125771","2021-10-15","15:50:09","0.97081","922","0",\N
"161108","2021-12-07","13:02:42","0.923769","1819","0",\N
"45487","2021-09-10","10:09:28","0.936882","410","0",\N
"28932","2021-08-29","14:18:18","0.916164","793","0",\N
"69678","2021-09-21","13:15:27","0.986617","2638","0",\N
"36461","2021-08-30","17:24:45","0.98477","590","0",\N
"14097","2021-08-24","11:13:02","0.977754","2110","0",\N
"105447","2021-10-11","15:13:27","0.926156","12","0",\N
"64168","2021-09-21","10:46:35","0.955275","1233","0",\N
"139083","2021-10-25","09:12:41","0.918341","782","0",\N
"131019","2021-10-22","11:00:27","0.933747","276","0",\N
"93765","2021-10-05","15:36:49","0.96564","1491","0",\N
"57240","2021-09-21","08:23:50","0.974147","114","0",\N
"16276","2021-08-25","17:33:29","0.908753","30","0",\N
"157703","2021-12-06","08:11:28","0.969445","129","0",\N
"104046","2021-10-06","17:30:30","0.9246","2835","0",\N
"48376","2021-09-11","18:18:58","0.98344","998","0",\N
"147750","2021-10-29","09:03:43","0.991919","139","0",\N
"30953","2021-08-29","16:46:23","0.978158","1379","0",\N
"110638","2021-10-13","11:49:32","0.982148","468","0",\N
"128654","2021-10-19","08:48:04","0.930337","84","0",\N
"89261","2021-10-05","09:22:49","0.995319","339","0",\N
"54104","2021-09-19","17:01:05","0.949646","1248","0",\N
"51493","2021-09-19","13:44:51","0.959581","54","0",\N
"130783","2021-10-22","09:52:14","0.996098","95","0",\N
"83614","2021-09-30","14:41:16","0.939074","286","0",\N
"64068","2021-09-21","10:44:32","0.996159","1204","0",\N
"89384","2021-10-05","09:25:31","0.983924","353","0",\N
"29741","2021-08-29","14:56:23","0.988626","855","0",\N
"836","2021-08-23","18:21:49","0.953159","266","0",\N
"103953","2021-10-06","17:14:02","0.986607","2800","0",\N
"34918","2021-08-30","16:27:10","0.958635","81","0",\N
"37670","2021-09-01","10:13:31","0.970938","864","0",\N
"144401","2021-10-25","11:33:47","0.98262","3293","0",\N
"157411","2021-12-05","15:53:46","0.904846","2549","0",\N
"85416","2021-10-03","14:28:57","0.959531","192","0",\N
"33054","2021-08-30","07:47:50","0.919747","146","0",\N
"87537","2021-10-04","17:25:02","0.971082","671","0",\N
"66954","2021-09-21","11:56:20","0.994111","1815","0",\N
"102024","2021-10-06","14:46:43","0.976603","2128","0",\N
"5248","2021-08-24","08:30:40","0.979859","339","0",\N
"141436","2021-10-25","10:31:34","0.983742","2016","0",\N
"88892","2021-10-05","08:38:02","0.916453","234","0",\N
"62547","2021-09-21","10:16:25","0.930296","877","0",\N
"113131","2021-10-13","17:10:06","0.924775","389","0",\N
"14524","2021-08-24","11:25:01","0.930299","2234","0",\N
"50173","2021-09-18","16:30:06","0.990959","650","0",\N
"32358","2021-08-30","07:35:12","0.928857","69","0",\N
"146179","2021-10-25","15:30:53","0.989497","4511","0",\N
"33238","2021-08-30","08:21:09","0.994231","294","0",\N
"9899","2021-08-24","09:30:17","0.913922","1181","0",\N
"156346","2021-12-05","14:11:19","0.911769","479","0",\N
"77300","2021-09-22","10:45:53","0.941699","1142","0",\N
"70625","2021-09-21","13:48:48","0.991282","2879","0",\N
"124257","2021-10-15","14:37:20","0.982768","515","0",\N
"154527","2021-11-30","11:53:42","0.948832","1116","0",\N
"116311","2021-10-14","12:13:04","0.904324","716","0",\N
"37606","2021-09-01","10:10:17","0.950591","823","0",\N
"133043","2021-10-22","14:12:39","0.979934","931","0",\N
"66603","2021-09-21","11:49:03","0.929961","1704","0",\N
"113279","2021-10-13","17:12:04","0.905691","405","0",\N
"42660","2021-09-01","14:05:41","0.929362","2586","0",\N
"73252","2021-09-21","14:56:05","0.979246","3620","0",\N
"30242","2021-08-29","15:06:46","0.941117","899","0",\N
"144060","2021-10-25","11:21:58","0.914491","3138","0",\N
"108763","2021-10-13","09:36:16","0.987381","105","0",\N
"67573","2021-09-21","12:13:45","0.966793","2080","0",\N
"84390","2021-09-30","17:59:41","0.96015","491","0",\N
"102367","2021-10-06","15:48:32","0.985595","2244","0",\N
"6841","2021-08-24","08:56:31","0.995895","658","0",\N
"39","2021-08-23","18:02:38","0.990662","7","0",\N
"136494","2021-10-25","08:06:46","0.971472","53","0",\N
"125429","2021-10-15","15:31:42","0.957093","738","0",\N
"27690","2021-08-29","13:17:20","0.922981","589","0",\N
"90048","2021-10-05","11:00:17","0.941672","604","0",\N
"137734","2021-10-25","08:53:12","0.990412","449","0",\N
"44298","2021-09-02","08:27:25","0.933513","293","0",\N
"133229","2021-10-22","14:50:49","0.924889","1022","0",\N
"154856","2021-11-30","12:26:21","0.966687","1588","0",\N
"57143","2021-09-21","08:22:56","0.982549","115","0",\N
"88187","2021-10-05","08:06:29","0.997617","73","0",\N
"135122","2021-10-23","17:14:43","0.965674","879","0",\N
"30968","2021-08-29","16:46:33","0.984574","1383","0",\N
"40517","2021-09-01","12:21:55","0.994962","1710","0",\N
"63952","2021-09-21","10:41:47","0.912826","1093","0",\N
"132385","2021-10-22","12:55:43","0.962848","715","0",\N
"55059","2021-09-19","18:01:30","0.964862","1642","0",\N
"11294","2021-08-24","09:58:05","0.998638","1408","0",\N
"118071","2021-10-14","13:28:54","0.982768","1178","0",\N
"59545","2021-09-21","09:21:33","0.91631","326","0",\N
"23097","2021-08-26","10:04:03","0.968088","1563","0",\N
"84327","2021-09-30","17:38:57","0.990819","480","0",\N
"36115","2021-08-30","17:20:30","0.94134","590","0",\N
"33311","2021-08-30","08:21:59","0.970959","294","0",\N
"53527","2021-09-19","16:09:35","0.932279","967","0",\N
"153846","2021-11-14","15:42:18","0.940548","849","0",\N
"51241","2021-09-18","18:20:24","0.980958","957","0",\N
"118117","2021-10-14","13:29:55","0.956828","1178","0",\N
"46649","2021-09-10","14:49:44","0.982448","1094","0",\N
"22234","2021-08-26","09:49:05","0.958246","1320","0",\N
"33316","2021-08-30","08:22:04","0.980255","294","0",\N
"19149","2021-08-26","08:23:41","0.98502","381","0",\N
"6762","2021-08-24","08:55:50","0.922718","650","0",\N
"82965","2021-09-30","08:04:57","0.972622","127","0",\N
"911","2021-08-23","18:23:47","0.923537","273","0",\N
"63291","2021-09-21","10:30:11","0.99446","1014","0",\N
"27807","2021-08-29","13:24:13","0.973443","625","0",\N
"141184","2021-10-25","10:03:55","0.964071","1859","0",\N
"40573","2021-09-01","12:23:16","0.922554","1718","0",\N
"117407","2021-10-14","12:57:37","0.958244","926","0",\N
"9094","2021-08-24","09:20:25","0.934632","1054","0",\N
"30564","2021-08-29","16:21:54","0.938429","1184","0",\N
"72509","2021-09-21","14:35:37","0.94711","3467","0",\N
"72870","2021-09-21","14:45:52","0.940354","3526","0",\N
"146133","2021-10-25","15:30:22","0.992247","4527","0",\N
"141954","2021-10-25","10:37:34","0.960488","2097","0",\N
"38494","2021-09-01","10:39:06","0.984841","1036","0",\N
"104746","2021-10-07","09:33:45","0.905433","262","0",\N
"7856","2021-08-24","09:08:29","0.965068","872","0",\N
"124622","2021-10-15","15:00:34","0.99354","634","0",\N
"109833","2021-10-13","10:26:28","0.993136","172","0",\N
"26466","2021-08-29","12:16:49","0.978191","190","0",\N
"24501","2021-08-26","13:02:34","0.945566","3524","0",\N
"135137","2021-10-23","17:25:38","0.919784","1053","0",\N
"27565","2021-08-29","13:13:12","0.948515","533","0",\N
"65696","2021-09-21","11:22:14","0.921384","1578","0",\N
"69801","2021-09-21","13:17:56","0.942673","2635","0",\N
"66896","2021-09-21","11:55:36","0.996646","1818","0",\N
"106872","2021-10-11","17:01:58","0.930721","1163","0",\N
"105656","2021-10-11","15:29:15","0.969181","141","0",\N
"113200","2021-10-13","17:10:51","0.974671","364","0",\N
"137568","2021-10-25","08:51:43","0.977965","409","0",\N
"128902","2021-10-19","11:46:01","0.966457","592","0",\N
"131962","2021-10-22","12:14:52","0.985522","539","0",\N
"13384","2021-08-24","10:27:22","0.960619","1667","0",\N
"15865","2021-08-24","18:34:55","0.987235","669","0",\N
"101026","2021-10-06","12:57:16","0.92287","1797","0",\N
"78907","2021-09-23","08:18:59","0.962735","223","0",\N
"11225","2021-08-24","09:56:59","0.921346","1408","0",\N
"134295","2021-10-23","15:32:04","0.94784","264","0",\N
"25632","2021-08-28","18:47:07","0.956441","5","0",\N
"154427","2021-11-30","11:44:13","0.981733","850","0",\N
"86887","2021-10-04","16:13:20","0.94295","77","0",\N
"149951","2021-10-29","10:12:08","0.967126","1063","0",\N
"157859","2021-12-06","08:34:34","0.952001","329","0",\N
"73936","2021-09-21","15:40:59","0.98597","3857","0",\N
"41712","2021-09-01","13:33:38","0.981798","2351","0",\N
"84210","2021-09-30","17:30:05","0.941277","464","0",\N
"27110","2021-08-29","13:07:48","0.998249","522","0",\N
"4373","2021-08-24","08:17:26","0.970532","127","0",\N
"90457","2021-10-05","11:39:58","0.928764","701","0",\N
"116892","2021-10-14","12:23:36","0.940806","793","0",\N
"110168","2021-10-13","10:33:46","0.985847","253","0",\N
"134651","2021-10-23","15:59:37","0.943321","458","0",\N
"64659","2021-09-21","10:58:52","0.945607","1361","0",\N
"33974","2021-08-30","08:41:56","0.968856","529","0",\N
"70654","2021-09-21","13:49:13","0.992658","2879","0",\N
"79095","2021-09-23","08:22:30","0.915898","223","0",\N
"8362","2021-08-24","09:13:42","0.970433","975","0",\N
"151488","2021-11-02","13:40:02","0.900463","756","0",\N
"103816","2021-10-06","17:07:32","0.986928","2715","0",\N
"100012","2021-10-06","11:45:33","0.913655","1412","0",\N
"116261","2021-10-14","12:12:20","0.989701","683","0",\N
"129167","2021-10-19","16:32:52","0.959193","58","0",\N
"81575","2021-09-25","15:28:07","0.927256","63","0",\N
"124817","2021-10-15","15:04:24","0.959841","668","0",\N
"91539","2021-10-05","13:45:13","0.999157","1003","0",\N
"160405","2021-12-07","08:47:44","0.962877","683","0",\N
"10168","2021-08-24","09:33:13","0.98766","1181","0",\N
"87356","2021-10-04","17:14:04","0.914957","617","0",\N
"144689","2021-10-25","11:37:23","0.955279","3380","0",\N
"60723","2021-09-21","09:38:08","0.997831","453","0",\N
"55946","2021-09-21","07:57:05","0.918695","32","0",\N
"82789","2021-09-30","07:58:37","0.902676","96","0",\N
"89945","2021-10-05","10:12:50","0.948537","502","0",\N
"18292","2021-08-26","08:10:34","0.906185","285","0",\N
"23923","2021-08-26","10:30:50","0.946127","1889","0",\N
"36738","2021-09-01","09:12:04","0.985092","105","0",\N
"149404","2021-10-29","09:59:29","0.971861","739","0",\N
"139133","2021-10-25","09:13:15","0.958233","874","0",\N
"14642","2021-08-24","17:49:44","0.986125","198","0",\N
"9750","2021-08-24","09:29:21","0.983542","1202","0",\N
"6576","2021-08-24","08:54:07","0.919859","653","0",\N
"122609","2021-10-14","17:34:31","0.956371","2134","0",\N
"72236","2021-09-21","14:24:23","0.901554","3389","0",\N
"127862","2021-10-18","15:28:59","0.9836","267","0",\N
"10870","2021-08-24","09:51:49","0.986179","1369","0",\N
"72098","2021-09-21","14:20:23","0.940766","3335","0",\N
"41014","2021-09-01","12:39:35","0.900903","1895","0",\N
"61843","2021-09-21","10:03:52","0.991929","732","0",\N
"41730","2021-09-01","13:33:57","0.931225","2329","0",\N
"73602","2021-09-21","15:10:09","0.940122","3762","0",\N
"49336","2021-09-18","15:18:55","0.905812","239","0",\N
"40679","2021-09-01","12:25:29","0.9644","1837","0",\N
"19552","2021-08-26","08:35:16","0.930115","550","0",\N
"111503","2021-10-13","12:29:12","0.977328","608","0",\N
"122194","2021-10-14","17:26:45","0.977773","2000","0",\N
"5498","2021-08-24","08:32:26","0.979079","292","0",\N
"35603","2021-08-30","16:36:44","0.976719","217","0",\N
"151550","2021-11-02","14:06:02","0.98707","798","0",\N
"140837","2021-10-25","09:42:26","0.934075","1720","0",\N
"106944","2021-10-11","17:03:43","0.966798","1163","0",\N
"87720","2021-10-04","18:12:11","0.986103","847","0",\N
"92601","2021-10-05","14:33:43","0.994524","1158","0",\N
"64147","2021-09-21","10:46:10","0.987074","1235","0",\N
"103240","2021-10-06","16:11:41","0.957322","2479","0",\N
"84471","2021-10-01","17:18:00","0.969655","7","0",\N
"156681","2021-12-05","14:32:29","0.902867","947","0",\N
"128020","2021-10-18","17:19:46","0.926313","135","0",\N
"160664","2021-12-07","11:33:34","0.924167","1123","0",\N
"158471","2021-12-06","09:52:20","0.961927","1454","0",\N
"144519","2021-10-25","11:35:02","0.940713","3293","0",\N
"11446","2021-08-24","09:59:44","0.994849","1442","0",\N
"148906","2021-10-29","09:47:39","0.944591","568","0",\N
"138238","2021-10-25","09:00:24","0.963701","611","0",\N
"137058","2021-10-25","08:24:47","0.970201","242","0",\N
"123487","2021-10-15","13:57:59","0.948048","322","0",\N
"139127","2021-10-25","09:13:12","0.95843","782","0",\N
"50981","2021-09-18","17:23:28","0.989488","904","0",\N
"30246","2021-08-29","15:06:50","0.990818","895","0",\N
"107150","2021-10-11","17:10:11","0.971672","1264","0",\N
"67013","2021-09-21","11:58:03","0.987841","1895","0",\N
"140790","2021-10-25","09:41:44","0.953917","1720","0",\N
"150076","2021-10-29","10:14:21","0.928276","1115","0",\N
"14951","2021-08-24","17:59:47","0.952223","299","0",\N
"54540","2021-09-19","17:24:18","0.992256","1435","0",\N
"78556","2021-09-22","17:50:37","0.940544","398","0",\N
"73106","2021-09-21","14:50:12","0.928883","3541","0",\N
"32959","2021-08-30","07:46:43","0.904167","129","0",\N
"98288","2021-10-06","10:27:30","0.907186","797","0",\N
"147971","2021-10-29","09:13:09","0.95008","230","0",\N
"35053","2021-08-30","16:28:59","0.974948","116","0",\N
"91568","2021-10-05","13:46:00","0.994049","1003","0",\N
"157373","2021-12-05","15:52:12","0.985475","2508","0",\N
"43671","2021-09-02","08:03:40","0.902866","23","0",\N
"135807","2021-10-24","16:29:38","0.909769","707","0",\N
"147788","2021-10-29","09:04:06","0.986052","139","0",\N
"98418","2021-10-06","10:29:09","0.962853","804","0",\N
"65045","2021-09-21","11:04:49","0.944584","1341","0",\N
"126763","2021-10-15","16:19:18","0.939011","1025","0",\N
"135219","2021-10-23","17:28:18","0.986288","1053","0",\N
"117544","2021-10-14","13:04:37","0.974602","943","0",\N
"151225","2021-11-02","11:52:27","0.926433","212","0",\N
"92257","2021-10-05","14:07:55","0.930552","1052","0",\N
"137092","2021-10-25","08:25:24","0.924602","242","0",\N
"112648","2021-10-13","16:58:30","0.900533","249","0",\N
"46297","2021-09-10","12:25:13","0.959784","938","0",\N
"52105","2021-09-19","14:37:19","0.985244","253","0",\N
"46200","2021-09-10","11:51:18","0.948405","892","0",\N
"7697","2021-08-24","09:07:00","0.984885","852","0",\N
"140880","2021-10-25","09:42:55","0.966208","1720","0",\N
"35235","2021-08-30","16:32:24","0.971903","199","0",\N
"22008","2021-08-26","09:21:13","0.964821","1099","0",\N
"48202","2021-09-11","18:06:09","0.916594","941","0",\N
"7314","2021-08-24","09:03:37","0.905551","781","0",\N
